"geneid","strand","fiveprime","threeprime"
"PITG_21034","+",13314,40800
"PITG_20953","-",7419,9087
"PITG_21046","+",NA,1552
"PITG_00821","-",37849,936
"PITG_00820","+",297,936
"PITG_21048","-",192,148
"PITG_21047","+",1552,148
"PITG_21049","-",50526,192
"PITG_21050","-",149,50526
"PITG_21051","-",NA,149
"PITG_12901","+",61698,295
"PITG_12902","+",295,14
"PITG_12903","-",1749,14
"PITG_12904","-",239,1749
"PITG_12905","+",239,41154
"PITG_22985","-",9143,41154
"PITG_12906","+",9143,16012
"PITG_12907","+",16012,3572
"PITG_12908","+",3572,12325
"PITG_12910","+",12325,89
"PITG_12911","-",2536,89
"PITG_22986","-",22372,2536
"PITG_12912","-",147,22372
"PITG_12914","-",189,116
"PITG_12913","+",147,116
"PITG_00080","+",90,422
"PITG_00827","+",37849,167
"PITG_12915","+",189,11
"PITG_12916","-",9992,11
"PITG_12918","-",279,9992
"PITG_12919","-",9880,279
"PITG_12920","+",9880,7771
"PITG_12921","+",7771,50
"PITG_12923","-",18658,8246
"PITG_12922","+",50,8246
"PITG_12927","+",18658,1242
"PITG_22987","-",3513,4996
"PITG_12928","+",1242,4996
"PITG_00828","+",167,333
"PITG_00829","+",167,333
"PITG_00830","-",135,333
"PITG_12929","-",18313,3513
"PITG_12930","+",18313,377
"PITG_12931","+",377,3213
"PITG_12932","+",3213,4645
"PITG_12933","+",4645,11292
"PITG_22988","-",196,11292
"PITG_12934","-",11842,196
"PITG_12935","+",11842,11920
"PITG_12937","+",11920,5232
"PITG_00831","-",7006,135
"PITG_12938","+",5232,6921
"PITG_12939","-",8731,6921
"PITG_12940","-",416,8731
"PITG_12942","-",53,152
"PITG_12941","+",416,152
"PITG_12943","+",53,88
"PITG_12946","-",178,73962
"PITG_12944","+",88,73962
"PITG_12947","-",243,178
"PITG_12948","-",1881,243
"PITG_12949","-",1158,1881
"PITG_00832","-",3206,7006
"PITG_12950","+",1158,12051
"PITG_12952","+",12051,25620
"PITG_12954","+",25620,1090
"PITG_12956","-",24408,53
"PITG_12955","+",1090,53
"PITG_12958","-",369,24408
"PITG_12959","-",218,369
"PITG_12960","-",465,218
"PITG_12962","-",117,465
"PITG_12961","+",465,117
"PITG_12963","+",117,53
"PITG_12964","-",623,53
"PITG_12965","-",803,623
"PITG_12969","-",3183,66
"PITG_22989","+",803,66
"PITG_12971","-",7127,3183
"PITG_12973","+",7127,8712
"PITG_12977","-",10622,4143
"PITG_12974","+",8712,4143
"PITG_12979","-",835,10622
"PITG_12980","-",308,835
"PITG_00834","-",9934,502
"PITG_00833","+",3206,502
"PITG_12981","+",308,133
"PITG_12983","-",85,77
"PITG_12982","+",133,77
"PITG_12984","+",85,1215
"PITG_12985","+",1215,59
"PITG_12987","-",1558,62
"PITG_12986","+",59,62
"PITG_12989","-",96,84
"PITG_12988","+",1558,84
"PITG_12990","-",2699,96
"PITG_12991","+",2699,7503
"PITG_12993","+",7503,27
"PITG_12994","+",27,158
"PITG_12995","-",61,158
"PITG_12996","-",635,61
"PITG_12997","+",635,1812
"PITG_12998","+",1812,653
"PITG_12999","+",653,1321
"PITG_13000","+",1321,21237
"PITG_00839","+",9934,453
"PITG_00840","-",1119,453
"PITG_13001","+",21237,8041
"PITG_13002","-",23471,8041
"PITG_13003","-",11969,23471
"PITG_13004","+",11969,394
"PITG_13005","-",1296,394
"PITG_13007","-",781,129
"PITG_13006","+",1296,129
"PITG_13008","-",5788,781
"PITG_13010","+",5788,4215
"PITG_13011","-",478,4215
"PITG_13012","+",478,402
"PITG_13013","+",402,11252
"PITG_13014","-",218,11252
"PITG_13015","+",218,727
"PITG_13016","-",295,727
"PITG_13017","+",295,444
"PITG_13018","+",444,11821
"PITG_13019","+",11821,2431
"PITG_13020","+",2431,7274
"PITG_13022","-",983,453
"PITG_13021","+",7274,453
"PITG_00841","+",1119,442
"PITG_00842","-",690,442
"PITG_13023","-",1164,983
"PITG_13024","-",30247,1164
"PITG_13026","+",30247,3427
"PITG_13027","+",3427,21435
"PITG_13029","+",21435,260
"PITG_13030","+",260,1210
"PITG_13031","+",1210,270
"PITG_13032","-",1162,270
"PITG_13033","+",1162,1693
"PITG_00082","-",403,163
"PITG_00081","+",422,163
"PITG_13034","+",1693,2914
"PITG_13035","+",2914,11662
"PITG_13037","+",11662,19971
"PITG_13038","+",19971,18679
"PITG_13039","+",18679,121
"PITG_13040","-",188,121
"PITG_13042","-",784,188
"PITG_13043","-",16470,784
"PITG_13041","+",188,784
"PITG_13044","+",16470,2373
"PITG_13047","-",2355,11111
"PITG_13045","+",2373,11111
"PITG_00843","+",690,121
"PITG_13048","-",16533,2355
"PITG_13050","+",16533,4368
"PITG_13051","+",4368,882
"PITG_13052","+",882,81
"PITG_13053","+",81,549
"PITG_13055","-",1047,156
"PITG_13054","+",549,156
"PITG_13056","+",1047,8076
"PITG_13059","-",42284,7258
"PITG_13057","+",8076,7258
"PITG_00845","-",730,183
"PITG_00844","+",121,183
"PITG_13060","+",42284,3746
"PITG_13061","+",3746,79079
"PITG_13062","-",7672,79079
"PITG_13064","-",288,537
"PITG_13063","+",7672,537
"PITG_13065","+",288,628
"PITG_13066","+",628,2235
"PITG_13067","+",2235,1282
"PITG_13068","+",1282,465
"PITG_00846","-",879,730
"PITG_13069","+",465,578
"PITG_13070","-",6473,578
"PITG_13071","-",18046,6473
"PITG_13072","+",18046,141
"PITG_13073","-",289,141
"PITG_13074","-",9927,289
"PITG_13077","-",68,9927
"PITG_13078","-",85,68
"PITG_13080","-",645,35
"PITG_13079","+",85,35
"PITG_13081","-",178,645
"PITG_13082","+",178,1027
"PITG_13083","-",295,1027
"PITG_13084","-",1009,295
"PITG_13085","-",63132,1009
"PITG_22990","-",4127,63132
"PITG_13093","+",4127,1463
"PITG_13094","-",2263,1463
"PITG_13095","-",4199,2263
"PITG_22991","-",4171,4199
"PITG_13096","-",272,4171
"PITG_00848","-",8070,7727
"PITG_00847","+",879,7727
"PITG_13097","-",6824,272
"PITG_13098","+",6824,2460
"PITG_13100","+",2460,30687
"PITG_22992","+",30687,7690
"PITG_13101","-",4601,7690
"PITG_13102","-",4477,4601
"PITG_13103","-",45116,4477
"PITG_22994","-",24489,16052
"PITG_22993","+",45116,16052
"PITG_13106","+",24489,2963
"PITG_13107","+",2963,1199
"PITG_13108","+",1199,36
"PITG_13109","+",36,9863
"PITG_13111","+",9863,789
"PITG_13112","+",789,146
"PITG_13113","+",146,399
"PITG_13114","+",399,468
"PITG_13116","-",20530,295
"PITG_13115","+",468,295
"PITG_00849","+",8070,578
"PITG_00851","-",210,578
"PITG_13118","-",11405,934
"PITG_13117","+",20530,934
"PITG_13119","-",26302,11405
"PITG_13120","+",26302,164
"PITG_13121","-",745,164
"PITG_13122","-",15859,745
"PITG_13124","-",17512,8124
"PITG_13123","+",15859,8124
"PITG_13125","+",17512,9324
"PITG_13128","-",439,9324
"PITG_00852","-",583,210
"PITG_00850","+",578,210
"PITG_13130","-",19278,81
"PITG_13129","+",439,81
"PITG_13132","-",448,14
"PITG_13131","+",19278,14
"PITG_13133","+",448,1107
"PITG_13134","+",1107,1003
"PITG_13136","-",21779,643
"PITG_13135","+",1003,643
"PITG_13138","+",21779,1949
"PITG_13139","-",19257,1949
"PITG_13141","-",5067,19257
"PITG_00853","-",525,583
"PITG_13142","+",5067,397
"PITG_13143","+",397,20077
"PITG_13146","-",1401,30
"PITG_13145","+",20077,30
"PITG_13147","-",832,1401
"PITG_13148","+",832,27018
"PITG_13149","+",27018,255
"PITG_13151","-",449,2756
"PITG_13150","+",255,2756
"PITG_00854","-",624,525
"PITG_13153","-",818,1299
"PITG_13152","+",449,1299
"PITG_13154","+",818,14774
"PITG_13155","+",14774,15772
"PITG_13156","+",15772,29706
"PITG_13157","+",29706,3562
"PITG_13159","-",2462,58
"PITG_13158","+",3562,58
"PITG_13160","+",2462,575
"PITG_13161","+",575,22166
"PITG_13163","+",22166,16530
"PITG_13164","-",93,16530
"PITG_13166","-",233,95
"PITG_13165","+",93,95
"PITG_13167","-",231,233
"PITG_13168","-",20508,231
"PITG_13170","+",20508,7424
"PITG_13171","+",7424,121
"PITG_13172","+",121,111
"PITG_13173","-",762,111
"PITG_00856","-",254,17
"PITG_00855","+",624,17
"PITG_13174","+",762,434
"PITG_13176","-",2619,263
"PITG_13175","+",434,263
"PITG_13177","-",1286,2619
"PITG_13178","-",37968,1286
"PITG_13181","+",37968,9790
"PITG_13182","+",9790,304
"PITG_13184","-",200,8
"PITG_13183","+",304,8
"PITG_13186","-",744,92
"PITG_13185","+",200,92
"PITG_00857","-",596,254
"PITG_13187","+",744,1465
"PITG_13188","+",1465,30032
"PITG_21302","-",4327,24869
"PITG_21303","-",NA,4327
"PITG_22351","-",NA,1578
"PITG_20993","-",13436,43333
"PITG_20992","+",NA,43333
"PITG_22353","+",NA,49
"PITG_22354","-",NA,49
"PITG_21120","+",NA,410
"PITG_21121","-",NA,410
"PITG_21038","+",NA,890
"PITG_21039","+",890,52212
"PITG_21040","+",52212,17429
"PITG_21041","+",17429,35721
"PITG_20979","+",NA,545
"PITG_20980","-",49971,545
"PITG_22357","+",NA,99
"PITG_22358","-",NA,99
"PITG_21079","+",NA,12663
"PITG_21082","-",NA,3241
"PITG_21081","+",12663,3241
"PITG_00859","-",255,31
"PITG_00858","+",596,31
"PITG_23233","+",NA,130
"PITG_12336","-",3509,9122
"PITG_12335","+",NA,9122
"PITG_12337","+",3509,324
"PITG_12338","-",82,324
"PITG_12339","-",1537,82
"PITG_12340","-",718,1537
"PITG_12341","+",718,14
"PITG_12342","-",345,14
"PITG_12343","+",345,378
"PITG_12344","-",800,378
"PITG_00860","-",1604,255
"PITG_12345","+",800,181
"PITG_12346","+",181,471
"PITG_12347","+",471,84
"PITG_12348","-",227,84
"PITG_12349","-",989,227
"PITG_12350","+",989,72
"PITG_12351","-",388,72
"PITG_12352","+",388,9
"PITG_12353","-",383,9
"PITG_12355","-",2468,788
"PITG_12354","+",383,788
"PITG_12356","+",2468,110
"PITG_12357","-",1375,110
"PITG_12358","+",1375,21459
"PITG_12361","-",19919,21459
"PITG_12362","-",42737,19919
"PITG_12370","-",781,42737
"PITG_12371","+",781,1687
"PITG_12372","-",22000,1687
"PITG_00861","+",1604,222
"PITG_12378","-",18686,2068
"PITG_12377","+",22000,2068
"PITG_12382","+",18686,379
"PITG_22961","-",35800,379
"PITG_12388","-",453,35800
"PITG_12389","+",453,12089
"PITG_12394","+",12089,2218
"PITG_12395","-",8159,2218
"PITG_12397","+",8159,9388
"PITG_12399","+",9388,11929
"PITG_00863","-",364,671
"PITG_00862","+",222,671
"PITG_12402","-",34826,1119
"PITG_12401","+",11929,1119
"PITG_12403","-",22329,34826
"PITG_12404","-",7969,22329
"PITG_12405","-",52949,7969
"PITG_12409","-",22450,52949
"PITG_12410","-",8445,22450
"PITG_12413","+",8445,1098
"PITG_12414","-",206,1098
"PITG_12415","-",467,206
"PITG_12416","-",95758,467
"PITG_00083","+",403,1051
"PITG_00864","-",13702,364
"PITG_12421","-",9237,95758
"PITG_12423","-",24620,862
"PITG_12422","+",9237,862
"PITG_12425","-",1425,11112
"PITG_12424","+",24620,11112
"PITG_12427","-",310,488
"PITG_12426","+",1425,488
"PITG_12428","-",675,310
"PITG_12429","-",2124,675
"PITG_12430","+",2124,290
"PITG_12431","+",290,10391
"PITG_12433","+",10391,24112
"PITG_12434","+",24112,16356
"PITG_12435","+",16356,1829
"PITG_12436","+",1829,1767
"PITG_12437","+",1767,7770
"PITG_12439","+",7770,1438
"PITG_12440","+",1438,369
"PITG_12441","-",3189,369
"PITG_00865","+",13702,8955
"PITG_12442","+",3189,1028
"PITG_12443","+",1028,3954
"PITG_12444","+",3954,14954
"PITG_12446","-",599,114
"PITG_12445","+",14954,114
"PITG_12447","-",6749,599
"PITG_12448","-",19953,6749
"PITG_12449","+",19953,1203
"PITG_12450","-",13577,1203
"PITG_12451","-",606,13577
"PITG_12452","-",2993,606
"PITG_00866","+",8955,1790
"PITG_12453","-",9835,2993
"PITG_12454","+",9835,47074
"PITG_12458","+",47074,701
"PITG_12459","-",19615,3559
"PITG_22962","+",701,3559
"PITG_22963","+",19615,23314
"PITG_22964","+",23314,21441
"PITG_12462","+",21441,814
"PITG_12463","+",814,117
"PITG_00868","-",630,260
"PITG_00867","+",1790,260
"PITG_12464","+",117,646
"PITG_12465","+",646,2217
"PITG_12466","+",2217,10524
"PITG_22965","-",3176,10524
"PITG_12469","-",779,728
"PITG_12468","+",3176,728
"PITG_12470","+",779,137
"PITG_12472","-",747,522
"PITG_12471","+",137,522
"PITG_12473","+",747,2405
"PITG_12474","-",11556,2405
"PITG_00869","-",338,630
"PITG_12475","+",11556,21
"PITG_12476","-",1331,21
"PITG_12477","-",714,1331
"PITG_12478","+",714,120
"PITG_12479","-",29387,120
"PITG_12480","-",9633,29387
"PITG_12482","+",9633,190
"PITG_12483","+",190,2613
"PITG_12484","+",2613,753
"PITG_12485","-",19714,753
"PITG_12486","-",1397,19714
"PITG_12487","+",1397,328
"PITG_12488","-",135,328
"PITG_12490","-",110376,89
"PITG_12489","+",135,89
"PITG_12493","+",110376,2372
"PITG_12494","+",2372,330
"PITG_12495","+",330,461
"PITG_12496","-",1599,461
"PITG_12497","-",671,1599
"PITG_00871","-",13305,18516
"PITG_00870","+",338,18516
"PITG_12498","-",97,671
"PITG_12500","-",367,89
"PITG_12499","+",97,89
"PITG_12501","-",403,367
"PITG_12502","+",403,212
"PITG_12503","+",212,188
"PITG_12504","-",2012,188
"PITG_12506","-",14051,2012
"PITG_12507","-",7686,14051
"PITG_12509","+",7686,41130
"PITG_12511","+",41130,8043
"PITG_12514","-",299,8043
"PITG_12513","+",8043,299
"PITG_12515","-",573,299
"PITG_12517","-",122,316
"PITG_12516","+",573,316
"PITG_12518","+",122,102
"PITG_12519","+",102,1452
"PITG_12520","+",1452,103
"PITG_12521","-",295,103
"PITG_12522","-",4120,295
"PITG_00872","+",13305,15917
"PITG_00874","-",9458,15917
"PITG_12523","-",43230,4120
"PITG_12524","+",43230,224
"PITG_12525","+",224,592
"PITG_12526","+",592,324
"PITG_12527","+",324,185
"PITG_12528","-",144,185
"PITG_12529","+",144,248
"PITG_12530","-",3929,248
"PITG_22966","-",15640,3929
"PITG_00084","+",1051,56548
"PITG_00088","-",1006,56548
"PITG_12532","-",512,895
"PITG_12531","+",15640,895
"PITG_12533","+",512,313
"PITG_12534","-",13373,313
"PITG_12535","+",13373,397
"PITG_12536","+",397,783
"PITG_12537","-",7542,783
"PITG_12538","-",7636,7542
"PITG_12540","-",454,1780
"PITG_12539","+",7636,1780
"PITG_00877","-",432,27972
"PITG_00875","+",9458,27972
"PITG_12542","-",21477,17975
"PITG_12541","+",454,17975
"PITG_12545","-",10102,21477
"PITG_12547","+",10102,164
"PITG_12548","+",164,63
"PITG_12549","-",1436,63
"PITG_12550","-",19237,1436
"PITG_12551","-",7999,19237
"PITG_12552","-",550,7999
"PITG_12553","-",45779,550
"PITG_12554","-",201,45779
"PITG_12555","-",2179,201
"PITG_12556","+",2179,83353
"PITG_12561","+",83353,730
"PITG_12562","+",730,384
"PITG_12563","-",60510,384
"PITG_12565","+",60510,38
"PITG_12566","-",286,38
"PITG_12567","+",286,240
"PITG_12569","-",1198,291
"PITG_12568","+",240,291
"PITG_00880","-",4715,246
"PITG_00878","+",432,246
"PITG_12570","-",335,1198
"PITG_12571","+",335,89
"PITG_12572","-",108,89
"PITG_12574","-",66,131
"PITG_12573","+",108,131
"PITG_12575","-",265,66
"PITG_12577","-",1778,265
"PITG_12576","+",66,265
"PITG_12578","-",605,1778
"PITG_12579","+",605,264
"PITG_12580","-",96277,264
"PITG_00879","+",246,4715
"PITG_12583","+",96277,122
"PITG_12584","-",90366,122
"PITG_12587","-",2710,90366
"PITG_21140","+",40983,61
"PITG_21141","-",34,61
"PITG_21142","-",NA,34
"PITG_21075","-",288,1504
"PITG_21074","+",154,1504
"PITG_00881","+",4715,5435
"PITG_23201","+",NA,30647
"PITG_21377","+",30647,269
"PITG_21378","+",269,21
"PITG_21379","+",21,336
"PITG_21380","-",NA,336
"PITG_21282","-",346,33644
"PITG_21281","+",24858,33644
"PITG_21283","-",3225,346
"PITG_21284","+",3225,481
"PITG_21285","+",481,4795
"PITG_00882","+",5435,864
"PITG_21272","+",1484,1021
"PITG_21146","-",1511,31587
"PITG_21147","-",NA,1511
"PITG_21092","-",10078,4064
"PITG_21091","+",NA,4064
"PITG_12662","-",7106,239
"PITG_12661","+",261,239
"PITG_12663","+",7106,25885
"PITG_12664","-",27553,25885
"PITG_00883","-",1120,3947
"PITG_22670","+",864,3947
"PITG_12666","-",1831,27553
"PITG_12667","+",1831,1706
"PITG_12668","-",608,1706
"PITG_12670","-",10976,608
"PITG_12669","+",608,10976
"PITG_12673","+",10976,321
"PITG_12674","-",123,321
"PITG_12675","+",123,15062
"PITG_12676","+",15062,1368
"PITG_12677","-",318,1368
"PITG_12678","+",318,8053
"PITG_22969","+",8053,332
"PITG_22970","-",23019,332
"PITG_12682","-",1480,27001
"PITG_12681","+",23019,27001
"PITG_12683","+",1480,455
"PITG_12684","+",455,2309
"PITG_12685","+",2309,2691
"PITG_12686","-",298,2691
"PITG_12687","-",241,298
"PITG_00885","-",155,10
"PITG_00884","+",1120,10
"PITG_22971","+",241,466
"PITG_12689","+",466,2798
"PITG_12690","+",2798,2316
"PITG_12691","-",413,2316
"PITG_12692","-",774,413
"PITG_12693","+",774,26
"PITG_12695","-",333,194
"PITG_12694","+",26,194
"PITG_12697","-",1998,99
"PITG_12696","+",333,99
"PITG_00089","-",216,1006
"PITG_00886","-",248,155
"PITG_12699","-",18555,566
"PITG_12698","+",1998,566
"PITG_22972","-",55012,18555
"PITG_12704","-",25240,55012
"PITG_12706","-",1342,25240
"PITG_12707","+",1342,19780
"PITG_12710","+",19780,17653
"PITG_12715","-",68732,3013
"PITG_12714","+",17653,3013
"PITG_12719","-",59761,68732
"PITG_12720","-",3006,59761
"PITG_00887","-",103,248
"PITG_12721","+",3006,1083
"PITG_12723","-",31409,666
"PITG_12722","+",1083,666
"PITG_12725","+",31409,11371
"PITG_12728","-",955,113
"PITG_12727","+",11371,113
"PITG_12729","-",4640,955
"PITG_12735","-",55341,28133
"PITG_12731","+",4640,28133
"PITG_12737","-",8227,55341
"PITG_00888","-",13162,103
"PITG_12738","+",8227,18893
"PITG_12742","-",716,33304
"PITG_12739","+",18893,33304
"PITG_12743","-",157,716
"PITG_12744","+",157,11
"PITG_12745","-",259,11
"PITG_12746","-",228,259
"PITG_12747","-",174,228
"PITG_12748","+",174,932
"PITG_00889","-",6977,13162
"PITG_12749","+",932,16984
"PITG_22973","-",7203,16984
"PITG_12751","-",866,7203
"PITG_12752","+",866,896
"PITG_12753","-",1641,896
"PITG_12754","+",1641,16666
"PITG_12757","-",1185,273
"PITG_12756","+",16666,273
"PITG_12758","+",1185,5664
"PITG_12759","+",5664,4852
"PITG_12760","-",12588,4852
"PITG_00891","-",1100,6977
"PITG_12761","-",22313,12588
"PITG_12763","-",343,22313
"PITG_12764","-",1407,343
"PITG_12765","-",350,1407
"PITG_12766","-",2372,350
"PITG_12767","-",50509,2372
"PITG_12768","+",50509,825
"PITG_12769","+",825,820
"PITG_12770","+",820,530
"PITG_00892","-",767,1100
"PITG_12771","+",530,594
"PITG_22974","+",594,701
"PITG_22975","+",701,572
"PITG_12773","+",572,786
"PITG_12774","+",786,4186
"PITG_22976","+",4186,711
"PITG_22977","+",711,820
"PITG_12776","+",820,811
"PITG_12777","+",811,605
"PITG_12778","+",605,808
"PITG_12779","+",808,451
"PITG_12780","+",451,5279
"PITG_12781","+",5279,743
"PITG_12782","+",743,814
"PITG_22978","-",11970,2371
"PITG_12783","+",814,2371
"PITG_12785","-",10787,11970
"PITG_12788","-",36299,10787
"PITG_12790","+",36299,20417
"PITG_12791","+",20417,780
"PITG_00893","+",767,2025
"PITG_12792","+",780,30550
"PITG_12793","+",30550,371
"PITG_12795","-",348,332
"PITG_12794","+",371,332
"PITG_12796","-",688,348
"PITG_12797","-",332,688
"PITG_12798","+",332,21646
"PITG_22979","+",21646,4474
"PITG_12801","+",4474,7600
"PITG_22980","-",19939,7600
"PITG_12803","-",8742,19939
"PITG_00896","-",1139,17066
"PITG_00894","+",2025,17066
"PITG_22981","+",8742,1084
"PITG_12806","+",1084,14566
"PITG_12808","+",14566,16885
"PITG_12809","-",12162,16885
"PITG_12810","-",136,12162
"PITG_12811","+",136,74
"PITG_12812","-",1123,74
"PITG_12816","-",15398,59856
"PITG_12813","+",1123,59856
"PITG_12817","-",14764,15398
"PITG_00897","-",69,1139
"PITG_12818","-",380,14764
"PITG_12820","-",7341,74
"PITG_12819","+",380,74
"PITG_12821","+",7341,5686
"PITG_12822","+",5686,77088
"PITG_12824","-",1101,77088
"PITG_12825","+",1101,1158
"PITG_22982","+",1158,1262
"PITG_12826","+",1262,778
"PITG_12827","-",241,778
"PITG_00011","+",2732,1163
"PITG_00898","-",559,69
"PITG_12828","-",6049,241
"PITG_12829","+",6049,22919
"PITG_12833","-",653,555
"PITG_12832","+",22919,555
"PITG_12834","-",1029,653
"PITG_12835","-",127,1029
"PITG_12836","+",127,185
"PITG_12837","+",185,167
"PITG_12839","-",11670,13
"PITG_12838","+",167,13
"PITG_12840","-",1337,11670
"PITG_12841","+",1337,2105
"PITG_12842","+",2105,263
"PITG_12843","+",263,256
"PITG_12844","-",87,256
"PITG_12845","-",54505,87
"PITG_22983","-",26402,54505
"PITG_22984","-",41807,26402
"PITG_12851","+",41807,21708
"PITG_12852","-",357,21708
"PITG_00903","-",2891,45552
"PITG_00899","+",559,45552
"PITG_12853","+",357,1273
"PITG_12855","-",2643,427
"PITG_12854","+",1273,427
"PITG_12856","-",9693,2643
"PITG_12860","-",27390,9693
"PITG_12863","-",623,27390
"PITG_12864","-",564,623
"PITG_12866","-",3498,352
"PITG_12865","+",564,352
"PITG_12868","-",147,57
"PITG_12867","+",3498,57
"PITG_12870","-",146,36
"PITG_12869","+",147,36
"PITG_12872","-",524,220
"PITG_12871","+",146,220
"PITG_12873","-",173,524
"PITG_12874","+",173,902
"PITG_12875","+",902,35
"PITG_12876","-",155,35
"PITG_00904","+",2891,18132
"PITG_00905","-",1459,18132
"PITG_12878","-",643,57
"PITG_12877","+",155,57
"PITG_12879","+",643,141
"PITG_12880","+",141,320
"PITG_12881","-",388,320
"PITG_12883","-",271,100
"PITG_12882","+",388,100
"PITG_12884","-",2394,271
"PITG_12885","-",520,2394
"PITG_12886","-",1034,520
"PITG_12887","+",1034,10684
"PITG_12888","+",10684,6261
"PITG_12890","-",236,227
"PITG_12889","+",6261,227
"PITG_12891","+",236,28
"PITG_12892","-",47098,28
"PITG_12894","-",NA,47098
"PITG_21340","-",NA,19181
"PITG_21207","+",NA,778
"PITG_21208","+",778,19592
"PITG_21209","+",19592,1058
"PITG_21210","-",97,1058
"PITG_00906","+",1459,40622
"PITG_21211","+",97,875
"PITG_21212","+",875,1592
"PITG_21214","-",885,1407
"PITG_21213","+",1592,1407
"PITG_21215","-",NA,885
"PITG_21101","+",NA,49545
"PITG_21103","+",49545,16905
"PITG_21107","-",NA,32169
"PITG_21106","+",16905,32169
"PITG_21149","-",308,808
"PITG_21148","+",NA,808
"PITG_00907","+",40622,4502
"PITG_21150","+",308,588
"PITG_13191","+",NA,916
"PITG_13196","-",4190,97363
"PITG_13192","+",916,97363
"PITG_13198","-",22328,4190
"PITG_13201","-",7655,22328
"PITG_13202","-",46254,7655
"PITG_13204","-",8713,243
"PITG_13203","+",46254,243
"PITG_13206","+",8713,85777
"PITG_00908","+",4502,1336
"PITG_00909","-",125,1336
"PITG_13209","+",85777,24528
"PITG_13210","+",24528,5361
"PITG_13212","+",5361,3704
"PITG_13213","+",3704,10511
"PITG_13214","+",10511,81481
"PITG_13217","-",24,81481
"PITG_13218","-",15247,24
"PITG_13220","+",15247,162
"PITG_13221","+",162,15095
"PITG_13224","-",64,119
"PITG_13223","+",15095,119
"PITG_13225","-",13897,64
"PITG_13228","-",43127,13897
"PITG_13226","+",13897,43127
"PITG_13231","+",43127,46158
"PITG_13234","+",46158,144
"PITG_13235","-",3180,144
"PITG_13237","-",33926,260
"PITG_13236","+",3180,260
"PITG_13239","+",33926,89
"PITG_13240","-",1020,89
"PITG_00090","+",216,21842
"PITG_00910","+",125,380
"PITG_13242","-",5499,1279
"PITG_13241","+",1020,1279
"PITG_13245","-",69676,5499
"PITG_13248","+",69676,21
"PITG_13249","-",1041,21
"PITG_13250","+",1041,320
"PITG_13251","+",320,591
"PITG_13252","-",111,591
"PITG_13253","+",111,26
"PITG_13254","-",627,26
"PITG_00912","-",664,601
"PITG_00911","+",380,601
"PITG_13256","-",190,52
"PITG_13255","+",627,52
"PITG_13257","+",190,153
"PITG_13258","+",153,51
"PITG_13259","-",153,51
"PITG_13260","-",98,153
"PITG_13261","+",98,447
"PITG_13264","-",360,117
"PITG_13262","+",447,117
"PITG_13263","+",117,360
"PITG_13265","-",447,360
"PITG_00913","-",297,664
"PITG_13267","-",374,1694
"PITG_13266","+",447,1694
"PITG_13269","-",645,362
"PITG_13268","+",374,362
"PITG_13270","+",645,346
"PITG_13271","-",1139,346
"PITG_13272","+",1139,2104
"PITG_13273","-",2941,2104
"PITG_13275","-",171,2941
"PITG_13274","+",2941,171
"PITG_13277","-",7303,623
"PITG_13276","+",171,623
"PITG_00914","-",203,297
"PITG_13281","-",242,7303
"PITG_13282","-",470,242
"PITG_13283","-",381,470
"PITG_13284","+",381,1063
"PITG_13286","-",37334,2941
"PITG_13285","+",1063,2941
"PITG_13289","+",37334,43
"PITG_13291","-",2281,119
"PITG_13290","+",43,119
"PITG_13292","-",39601,2281
"PITG_00915","-",1261,203
"PITG_22995","-",2014,39601
"PITG_13295","-",3249,2014
"PITG_13296","+",3249,2278
"PITG_13299","-",296,837
"PITG_13297","+",2278,837
"PITG_13300","-",344,296
"PITG_13298","+",837,296
"PITG_13301","+",344,330
"PITG_13303","-",1111,11724
"PITG_13302","+",330,11724
"PITG_13304","-",539,1111
"PITG_00916","-",642,1261
"PITG_13305","-",2689,539
"PITG_13307","-",126,268
"PITG_13306","+",2689,268
"PITG_13308","+",126,459
"PITG_13309","-",239,459
"PITG_13310","+",239,71
"PITG_13312","-",301,38
"PITG_13311","+",71,38
"PITG_13314","-",1183,292
"PITG_13313","+",301,292
"PITG_13315","+",1183,114
"PITG_13316","-",1196,114
"PITG_13317","+",1196,234
"PITG_13318","-",589,234
"PITG_13319","+",589,125
"PITG_13320","+",125,281
"PITG_13321","+",281,334
"PITG_13322","-",1250,334
"PITG_13323","-",279,1250
"PITG_00917","+",642,1780
"PITG_13324","+",279,16560
"PITG_13326","-",440,16560
"PITG_13327","+",440,435
"PITG_13328","+",435,925
"PITG_13329","+",925,856
"PITG_13330","+",856,949
"PITG_13331","+",949,938
"PITG_13332","+",938,1000
"PITG_13333","+",1000,927
"PITG_13334","+",927,852
"PITG_00918","+",1780,835
"PITG_13335","+",852,439
"PITG_13336","-",771,439
"PITG_13337","+",771,13595
"PITG_13341","-",8862,242
"PITG_13340","+",13595,242
"PITG_13342","+",242,8862
"PITG_13344","+",8862,352
"PITG_13345","+",352,298
"PITG_13346","-",569,298
"PITG_13348","-",11116,45
"PITG_13347","+",569,45
"PITG_00920","-",6597,42
"PITG_00919","+",835,42
"PITG_22996","+",11116,317
"PITG_13351","-",7763,15910
"PITG_13349","+",317,15910
"PITG_13353","+",7763,10417
"PITG_13354","-",786,10417
"PITG_13355","+",786,36058
"PITG_13358","-",146784,36058
"PITG_13361","+",146784,139985
"PITG_13362","+",139985,1643
"PITG_13365","-",296,28
